Taxa_group,Phylum,Order,Family,Genus,Species,Final_ID,Primer_name
Algae,Chlorophyta,Chlamydomonadales,Pleurastraceae,Pleurastrum,insigne,Pleurastrum_insigne,Uniorbcl
Algae,Chlorophyta,Chlamydomonadales,Volvocaceae,Volvox,,Volvox_sp,Uniorbcl
Algae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,variabilis,Chlorella_variabilis,Uniorbcl
Algae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,vulgaris,Chlorella_vulgaris,Uniorbcl
Algae,Chlorophyta,Chlorellales,Chlorellaceae,Meyerella,planktonica,Meyerella_planktonica,Uniorbcl
Algae,Chlorophyta,Monomastigales,Monomastigaceae,Monomastix,,Monomastix_sp,Uniorbcl
Algae,Chlorophyta,Oedogoniales,Oedogoniaceae,Oedogonium,angustistomum,Oedogonium_angustistomum,Uniorbcl
Algae,Chlorophyta,Oedogoniales,Oedogoniaceae,Oedogonium,cardiacum,Oedogonium_cardiacum,Uniorbcl
Algae,Chlorophyta,Sphaeropleales,Hydrodictyaceae,Pediastrum,duplex,Pediastrum_duplex,Uniorbcl
Algae,Chlorophyta,Sphaeropleales,Mychonastaceae,Pseudodictyosphaerium,jurisii,Pseudodictyosphaerium_jurisii,Uniorbcl
Algae,Chlorophyta,Sphaeropleales,Selenastraceae,Ankistrodesmus,,Ankistrodesmus_sp,Uniorbcl
Algae,Chlorophyta,Trebouxiophyceae_ordo_incertae_sedis,Coccomyxaceae_,Choricystis,,Choricystis_sp,Uniorbcl
Plant,Magnoliopsida,Alismatales,Alismataceae,Sagittaria,,Sagittaria_sp,Uniorbcl
Plant,Magnoliopsida,Alismatales,Araceae,Lemna,minor,Lemna_minor,Uniorbcl
Plant,Magnoliopsida,Alismatales,Hydrocharitaceae,Elodea,,Elodea_sp,Uniorbcl
Plant,Magnoliopsida,Alismatales,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla_verticillata,Uniorbcl
Plant,Magnoliopsida,Alismatales,Hydrocharitaceae,Najas,flexilis,Najas_flexilis,Uniorbcl
Plant,Magnoliopsida,Alismatales,Hydrocharitaceae,Vallisneria,,Vallisneria_sp,Uniorbcl
Plant,Magnoliopsida,Alismatales,Potamogetonaceae,Potamogeton,,Potamogeton_sp,Uniorbcl
Plant,Magnoliopsida,Asterales,Asteraceae,,,Asteraceae,Uniorbcl
Plant,Magnoliopsida,Commelinales,Pontederiaceae,Heteranthera,dubia,Heteranthera_dubia,Uniorbcl
Plant,Magnoliopsida,Fagales,Betulaceae,Carpinus,caroliniana,Carpinus_caroliniana,Uniorbcl
Plant,Magnoliopsida,Fagales,Betulaceae,Ostrya,virginiana,Ostrya_virginiana,Uniorbcl
Plant,Magnoliopsida,Fagales,Fagaceae,Quercus,,Quercus_sp,Uniorbcl
Plant,Magnoliopsida,Lamiales,Lentibulariaceae,Utricularia,,Utricularia_sp,Uniorbcl
Plant,Magnoliopsida,Malpighiales,Salicaceae,Salix,,Salix_sp,Uniorbcl
Plant,Magnoliopsida,Myrtales,Lythraceae,Lythrum,salicaria,Lythrum_salicaria,Uniorbcl
Plant,Magnoliopsida,Nymphaeales,Cabombaceae,Brasenia,schreberi,Brasenia_schreberi,Uniorbcl
Plant,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,,Nuphar_sp,Uniorbcl
Plant,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,,Nymphaea_sp,Uniorbcl
Plant,Magnoliopsida,Poales,Cyperaceae,Eleocharis,,Eleocharis_sp,Uniorbcl
Plant,Magnoliopsida,Poales,Cyperaceae,Schoenoplectus,,Schoenoplectus_sp,Uniorbcl
Plant,Magnoliopsida,Poales,Poaceae,Calamagrostis,arundinacea,Calamagrostis_arundinacea,Uniorbcl
Plant,Magnoliopsida,Poales,Typhaceae,Sparganium,natans,Sparganium_natans,Uniorbcl
Plant,Magnoliopsida,Sapindales,Sapindaceae,Acer,,Acer_sp,Uniorbcl
Algae,Streptophyta,Desmidiales,Closteriaceae,Closterium,ehrenbergii,Closterium_ehrenbergii,Uniorbcl
Algae,Streptophyta,Desmidiales,Closteriaceae,Cosmarium,amoenum,Cosmarium_amoenum,Uniorbcl
Algae,Streptophyta,Desmidiales,Closteriaceae,Cosmarium,bioculatum,Cosmarium_bioculatum,Uniorbcl
Algae,Streptophyta,Desmidiales,Closteriaceae,Cosmarium,blyttii,Cosmarium_blyttii,Uniorbcl
Algae,Streptophyta,Desmidiales,Closteriaceae,Cosmarium,difficile,Cosmarium_difficile,Uniorbcl
Algae,Streptophyta,Desmidiales,Closteriaceae,Cosmarium,humile,Cosmarium_humile,Uniorbcl
Algae,Streptophyta,Desmidiales,Closteriaceae,Cosmarium,laeve,Cosmarium_laeve,Uniorbcl
Algae,Streptophyta,Desmidiales,Closteriaceae,Cosmarium,punctulatum,Cosmarium_punctulatum,Uniorbcl
Algae,Streptophyta,Desmidiales,Closteriaceae,Cosmarium,quadratulum,Cosmarium_quadratulum,Uniorbcl
Algae,Streptophyta,Desmidiales,Closteriaceae,Cosmarium,regnellii,Cosmarium_regnellii,Uniorbcl
Algae,Streptophyta,Desmidiales,Closteriaceae,Cosmarium,sinostegos,Cosmarium_sinostegos,Uniorbcl
Algae,Streptophyta,Desmidiales,Closteriaceae,Cosmarium,sphagnicolum,Cosmarium_sphagnicolum,Uniorbcl
Algae,Streptophyta,Desmidiales,Closteriaceae,Cosmarium,subprotumidum,Cosmarium_subprotumidum,Uniorbcl
Algae,Streptophyta,Desmidiales,Closteriaceae,Cosmarium,tinctum,Cosmarium_tinctum,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Bambusina,borreri,Bambusina_borreri,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Cosmocladium,,Cosmocladium_sp,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Desmidium,aptogonum,Desmidium_aptogonum,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Desmidium,baileyi,Desmidium_baileyi,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Desmidium,swartzii,Desmidium_swartzii,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Groenbladia,undulata,Groenbladia_undulata,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Heimansia,pusilla,Heimansia_pusilla,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Hyalotheca,dissiliens,Hyalotheca_dissiliens,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Micrasterias,,Micrasterias_sp,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Onychonema,laeve,Onychonema_laeve,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Spondylosium,luetkemuelleri,Spondylosium_luetkemuelleri,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Spondylosium,panduriforme,Spondylosium_panduriforme,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Spondylosium,tetragonum,Spondylosium_tetragonum,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Staurastrum,clepsydra,Staurastrum_clepsydra,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Staurastrum,crenulatum,Staurastrum_crenulatum,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Staurastrum,galeatum,Staurastrum_galeatum,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Staurastrum,lapponicum,Staurastrum_lapponicum,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Staurastrum,leptocladum,Staurastrum_leptocladum,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Staurastrum,orbiculare,Staurastrum_orbiculare,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Staurastrum,pseudosuecicum,Staurastrum_pseudosuecicum,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Staurastrum,punctulatum,Staurastrum_punctulatum,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Staurastrum,quadricornutum,Staurastrum_quadricornutum,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Staurastrum,sebaldii,Staurastrum_sebaldii,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Staurastrum,tetracerum,Staurastrum_tetracerum,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Staurodesmus,brevispinus,Staurodesmus_brevispinus,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Staurodesmus,dejectus,Staurodesmus_dejectus,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Staurodesmus,extensus,Staurodesmus_extensus,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Staurodesmus,validus,Staurodesmus_validus,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Triplastrum,simplex,Triplastrum_simplex,Uniorbcl
Algae,Streptophyta,Desmidiales,Desmidiaceae,Xanthidium,antilopaeum,Xanthidium_antilopaeum,Uniorbcl
Algae,Streptophyta,Desmidiales,Gonatozygaceae,Gonatozygon,,Gonatozygon_sp,Uniorbcl
Plant,Streptophyta,Osmundales,Osmundaceae,Osmunda,regalis,Osmunda_regalis,Uniorbcl
Plant,Streptophyta,Osmundales,Osmundaceae,Osmundastrum,cinnamomeum,Osmundastrum_cinnamomeum,Uniorbcl
Algae,Streptophyta,Zygnematales,Zygnemataceae,Spirogyra,tenuissima,Spirogyra_tenuissima,Uniorbcl
Algae,Streptophyta,Zygnematales,Zygnemataceae,Spirogyra,weberi,Spirogyra_weberi,Uniorbcl
Invertebrate,Annelida,Tubificida,Naididae,Stylaria,,Stylaria_sp,UniPh
Invertebrate,Arthropoda,Calanoida,Diaptomidae,Onychodiaptomus,sanguineus,Onychodiaptomus_sanguineus,UniPh
Invertebrate,Arthropoda,Calanoida,Temoridae,Eurytemora,,Eurytemora_sp,UniPh
Invertebrate,Arthropoda,Cyclopoida,Cyclopidae,Eucyclops,serrulatus,Eucyclops_serrulatus,UniPh
Invertebrate,Arthropoda,Cyclopoida,Cyclopidae,Mesocyclops,americanus,Mesocyclops_americanus,UniPh
Invertebrate,Arthropoda,Harpacticoida,Ameiridae,Nitocra,hibernica,Nitocra_hibernica,UniPh
Invertebrate,Arthropoda,Podocopida,Cyprididae,Cypridopsis,,Cypridopsis_sp,UniPh
Plant,Charophyceae,Charales,Characeae,Chara,,Chara_sp,UniPh
Algae,Chlorophyta,Chlamydomonadales,Chlamydomonadaceae,Carteria,,Carteria_sp,UniPh
Algae,Chlorophyta,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,irregularis,Chlamydomonas_irregularis,UniPh
Algae,Chlorophyta,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,noctigama,Chlamydomonas_noctigama,UniPh
Algae,Chlorophyta,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,proteus,Chlamydomonas_proteus,UniPh
Algae,Chlorophyta,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,reinhardtii,Chlamydomonas_reinhardtii,UniPh
Algae,Chlorophyta,Chlamydomonadales,Chlorochytriaceae,Chlorochytrium,lemnae,Chlorochytrium_lemnae,UniPh
Algae,Chlorophyta,Chlamydomonadales,Dunaliellaceae,Hafniomonas,reticulata,Hafniomonas_reticulata,UniPh
Algae,Chlorophyta,Chlamydomonadales,Phacotaceae,Phacotus,lenticularis,Phacotus_lenticularis,UniPh
Algae,Chlorophyta,Chlamydomonadales,Volvocaceae,Eudorina,elegans,Eudorina_elegans,UniPh
Algae,Chlorophyta,Chlamydomonadales,Volvocaceae,Pandorina,morum,Pandorina_morum,UniPh
Algae,Chlorophyta,Chlamydomonadales,Volvocaceae,Volvox,aureus,Volvox_aureus,UniPh
Algae,Chlorophyta,Chlamydomonadales,Volvocaceae,Volvox,globator,Volvox_globator,UniPh
Algae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,,Chlorella_sp,UniPh
Algae,Chlorophyta,Cladophorales,Cladophoraceae,Cladophora,,Cladophora_sp,UniPh
Algae,Chlorophyta,Oedogoniales,Oedogoniaceae,Oedogonium,brevicingulatum,Oedogonium_brevicingulatum,UniPh
Algae,Chlorophyta,Protosiphonales,Protosiphonaceae,Spongiosarcinopsis,terrestris,Spongiosarcinopsis_terrestris,UniPh
Algae,Chlorophyta,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,minuta,Rhodomonas_minuta,UniPh
Algae,Chlorophyta,Trebouxiophyceae_ordo_incertae_sedis,Coccomyxaceae_,Choricystis,minor,Choricystis_minor,UniPh
Algae,Chlorophyta,Ulotrichales,Ulotrichaceae,Ulothrix,zonata,Ulothrix_zonata,UniPh
Salamander,Chordata,Urodela,Plethodontidae,Plethodon,cinereus,Plethodon_cinereus,UniPh
Fungi,Chytridiomycota,Chytridiales,Chytriomycetaceae,Pendulichytrium,sphaericum,Pendulichytrium_sphaericum,UniPh
Alveolata,Ciliophora,Choreotrichida,Strobilidiidae,Rimostrombidium,lacustris,Rimostrombidium_lacustris,UniPh
Alveolata,Ciliophora,Choreotrichida,Strobilidiidae,Strobilidium,caudatum,Strobilidium_caudatum,UniPh
Alveolata,Ciliophora,Oligotrichida,Strombidiidae,Limnostrombidium,viride,Limnostrombidium_viride,UniPh
Alveolata,Ciliophora,Oligotrichida,Strombidiidae,Pelagostrombidium,fallax,Pelagostrombidium_fallax,UniPh
Alveolata,Ciliophora,Peniculida,Stokesiidae,Stokesia,vernalis,Stokesia_vernalis,UniPh
Alveolata,Ciliophora,Sessilida,Epistylidae,Epistylis,portoalegrensis,Epistylis_portoalegrensis,UniPh
Alveolata,Ciliophora,Sessilida,Vorticellidae,Carchesium,polypinum,Carchesium_polypinum,UniPh
Alveolata,Ciliophora,Sessilida,Vorticellidae,Epicarchesium,pectinatum,Epicarchesium_pectinatum,UniPh
Alveolata,Ciliophora,Sessilida,Vorticellidae,Pseudovorticella,,Pseudovorticella_sp,UniPh
Alveolata,Ciliophora,Sessilida,Vorticellidae,Vorticella,aequilata,Vorticella_aequilata,UniPh
Alveolata,Ciliophora,Sessilida,Vorticellidae,Vorticella,campanula,Vorticella_campanula,UniPh
Alveolata,Ciliophora,Sessilida,Vorticellidae,Vorticella,fusca,Vorticella_fusca,UniPh
Alveolata,Ciliophora,Sessilida,Vorticellidae,Vorticella,microstoma,Vorticella_microstoma,UniPh
Alveolata,Ciliophora,Sporadotrichida,Halteriidae,Halteria,grandinella,Halteria_grandinella,UniPh
Alveolata,Ciliophora,Sporadotrichida,Oxytrichidae,Urosoma,emarginata,Urosoma_emarginata,UniPh
Alveolata,Ciliophora,Tintinnida,Tintinnidae,Tintinnidium,fluviatile,Tintinnidium_fluviatile,UniPh
Invertebrate,Cnidaria,Anthoathecata,Cordylophoridae,Cordylophora,caspia,Cordylophora_caspia,UniPh
Invertebrate,Cnidaria,Anthoathecata,Hydridae,Hydra,,Hydra_sp,UniPh
Algae,Cryptophyta,Cryptomonadales,Cryptomonadaceae,Cryptomonas,curvata,Cryptomonas_curvata,UniPh
Algae,Cryptophyta,Cryptomonadales,Cryptomonadaceae,Cryptomonas,erosa,Cryptomonas_erosa,UniPh
Algae,Cryptophyta,Cryptomonadales,Cryptomonadaceae,Cryptomonas,meshchyorana,Cryptomonas_meshchyorana,UniPh
Algae,Cryptophyta,Cryptomonadales,Cryptomonadaceae,Cryptomonas,obovoidea,Cryptomonas_obovoidea,UniPh
Algae,Cryptophyta,Cryptomonadales,Cryptomonadaceae,Cryptomonas,ovata,Cryptomonas_ovata,UniPh
Algae,Cryptophyta,Cryptomonadales,Cryptomonadaceae,Cryptomonas,phaseolus,Cryptomonas_phaseolus,UniPh
Algae,Cryptophyta,Cryptomonadales,Cryptomonadaceae,Cryptomonas,platyuris,Cryptomonas_platyuris,UniPh
Algae,Cryptophyta,Cryptomonadales,Cryptomonadaceae,Cryptomonas,pyrenoidifera,Cryptomonas_pyrenoidifera,UniPh
Algae,Cryptophyta,Cryptomonadales,Cryptomonadaceae,Cryptomonas,tetrapyrenoidosa,Cryptomonas_tetrapyrenoidosa,UniPh
Algae,Cryptophyta,Cryptomonadales,Cryptomonadaceae,Plagioselmis,nannoplanctica,Plagioselmis_nannoplanctica,UniPh
Alveolata,Dinoflagellates,Gymnodiniales,Gymnodiniaceae,Gymnodinium,,Gymnodinium_sp,UniPh
Alveolata,Dinoflagellates,Suessiales,Suessiaceae,Asulcocephalium,miricentonis,Asulcocephalium_miricentonis,UniPh
Gastrotricha,Gastrotricha,Chaetonotida,Chaetonotidae,Aspidiophorus,ophiodermus,Aspidiophorus_ophiodermus,UniPh
Gastrotricha,Gastrotricha,Chaetonotida,Chaetonotidae,Chaetonotus,polyspinosus,Chaetonotus_polyspinosus,UniPh
Invertebrate,Mollusca,Architaenioglossa,Viviparidae,Viviparus,georgianus,Viviparus_georgianus,UniPh
Invertebrate,Mollusca,Myida,Dreissenidae,Dreissena,bugensis,Dreissena_bugensis,UniPh
Invertebrate,Nematoda,Chromadorida,Chromadoridae,Chromadorina,bioculata,Chromadorina_bioculata,UniPh
Algae,Ochrophyta,Chattonellales,Vacuolariaceae,Gonyostomum,semen,Gonyostomum_semen,UniPh
Algae,Ochrophyta,Chromulinales,Chromulinaceae,Uroglenopsis,americana,Uroglenopsis_americana,UniPh
Algae,Ochrophyta,Chromulinales,Chromulinaceae,Uroglenopsis,turfosa,Uroglenopsis_turfosa,UniPh
Algae,Ochrophyta,Chromulinales,Chromulinaceae,Urostipulosphaera,notabilis,Urostipulosphaera_notabilis,UniPh
Algae,Ochrophyta,Chromulinales,Dinobryaceae,Dinobryon,cylindricum,Dinobryon_cylindricum,UniPh
Algae,Ochrophyta,Cymbellales,Cymbellaceae,Cymbella,affinis,Cymbella_affinis,UniPh
Algae,Ochrophyta,Licmophorales,Ulnariaceae,,,Ulnariaceae,UniPh
Algae,Ochrophyta,Naviculales,Naviculaceae,Navicula,,Navicula_sp,UniPh
Algae,Ochrophyta,Stephanodiscales,Stephanodiscaceae,Cyclotella,costei,Cyclotella_costei,UniPh
Algae,Ochrophyta,Stephanodiscales,Stephanodiscaceae,Cyclotella,ocellata,Cyclotella_ocellata,UniPh
Algae,Ochrophyta,Stephanodiscales,Stephanodiscaceae,,,Stephanodiscaceae,UniPh
Algae,Ochrophyta,Synurales,Mallomonadaceae,Mallomonas,crassisquama,Mallomonas_crassisquama,UniPh
Algae,Ochrophyta,Synurales,Mallomonadaceae,Mallomonas,striata,Mallomonas_striata,UniPh
Algae,Ochrophyta,Synurales,Mallomonadaceae,Mallomonas,tonsurata,Mallomonas_tonsurata,UniPh
Algae,Ochrophyta,Thalassiosirales,Skeletonemataceae,Skeletonema,potamos,Skeletonema_potamos,UniPh
Invertebrate,Platyhelminthes,Catenulida,Catenulidae,Catenula,lemnae,Catenula_lemnae,UniPh
Invertebrate,Platyhelminthes,Catenulida,Stenostomidae,Stenostomum,tuberculosum,Stenostomum_tuberculosum,UniPh
Invertebrate,Platyhelminthes,Macrostomida,Macrostomidae,Macrostomum,gieysztori,Macrostomum_gieysztori,UniPh
Invertebrate,Platyhelminthes,Macrostomida,Microstomidae,Microstomum,bispiralis,Microstomum_bispiralis,UniPh
Invertebrate,Platyhelminthes,Plagiorchiida,,,,Plagiorchiida,UniPh
Invertebrate,Platyhelminthes,Rhabdocoela,Dalyelliidae,Castrella,pinguis,Castrella_pinguis,UniPh
Invertebrate,Platyhelminthes,Rhabdocoela,Dalyelliidae,Gieysztoria,infundibuliformis,Gieysztoria_infundibuliformis,UniPh
Invertebrate,Platyhelminthes,Tricladida,Dugesiidae,Girardia,tigrina,Girardia_tigrina,UniPh
Invertebrate,Porifera,Spongillida,Spongillidae,Eunapius,fragilis,Eunapius_fragilis,UniPh
Invertebrate,Porifera,Spongillida,Spongillidae,Spongilla,lacustris,Spongilla_lacustris,UniPh
Rotifer,Rotifera,Collothecaceae,Collothecidae,Collotheca,mutabilis,Collotheca_mutabilis,UniPh
Rotifer,Rotifera,Flosculariaceae,Conochilidae,Conochilus,coenobasis,Conochilus_coenobasis,UniPh
Rotifer,Rotifera,Flosculariaceae,Conochilidae,Conochilus,hippocrepis,Conochilus_hippocrepis,UniPh
Rotifer,Rotifera,Ploima,Asplanchnidae,Asplanchnopus,dahlgreni,Asplanchnopus_dahlgreni,UniPh
Rotifer,Rotifera,Ploima,Brachionidae,Brachionus,calyciflorus,Brachionus_calyciflorus,UniPh
Rotifer,Rotifera,Ploima,Brachionidae,Brachionus,urceolaris,Brachionus_urceolaris,UniPh
Rotifer,Rotifera,Ploima,Brachionidae,Euchlanis,alata,Euchlanis_alata,UniPh
Rotifer,Rotifera,Ploima,Brachionidae,Keratella,quadrata,Keratella_quadrata,UniPh
Rotifer,Rotifera,Ploima,Synchaetidae,Ploesoma,hudsoni,Ploesoma_hudsoni,UniPh
Rotifer,Rotifera,Ploima,Synchaetidae,Polyarthra,remata,Polyarthra_remata,UniPh
Rotifer,Rotifera,Ploima,Synchaetidae,Synchaeta,oblonga,Synchaeta_oblonga,UniPh
Rotifer,Rotifera,Ploima,Synchaetidae,Synchaeta,pectinata,Synchaeta_pectinata,UniPh
Algae,Streptophyta,Desmidiales,Desmidiaceae,Staurastrum,,Staurastrum_sp,UniPh